case_id,set_id,author_ids,author_names
14,13,"[2957, 73, 979, 125, 53, 98, 102, 260, 593, 1057, 1177, 30, 69, 963]","Mary Elizabeth Braddon,Frances Hodgson Burnett,John Kendrick Bangs,Joseph Conrad,Mark Twain,Wilkie Collins,Louisa May Alcott,Oliver Optic,Bret Harte,Fergus Hume,Mrs Henry Wood,H.G. Wells,Arthur Conan Doyle,Margaret Oliphant"
14,14,"[53, 1321, 125, 2957, 979, 28, 1177, 324, 120, 963, 30, 8949, 365, 260]","Mark Twain,Marie Corelli,Joseph Conrad,Mary Elizabeth Braddon,John Kendrick Bangs,Nathaniel Hawthorne,Mrs Henry Wood,Anthony Trollope,Jack London,Margaret Oliphant,H.G. Wells,James Grant,Henry Rider Haggard,Oliver Optic"
14,15,"[69, 979, 120, 963, 28, 8949, 1177, 102, 73, 365, 1321, 125, 593, 1057]","Arthur Conan Doyle,John Kendrick Bangs,Jack London,Margaret Oliphant,Nathaniel Hawthorne,James Grant,Mrs Henry Wood,Louisa May Alcott,Frances Hodgson Burnett,Henry Rider Haggard,Marie Corelli,Joseph Conrad,Bret Harte,Fergus Hume"
14,16,"[53, 2957, 8949, 365, 73, 1177, 102, 69, 125, 324, 28, 1057, 963, 979]","Mark Twain,Mary Elizabeth Braddon,James Grant,Henry Rider Haggard,Frances Hodgson Burnett,Mrs Henry Wood,Louisa May Alcott,Arthur Conan Doyle,Joseph Conrad,Anthony Trollope,Nathaniel Hawthorne,Fergus Hume,Margaret Oliphant,John Kendrick Bangs"
14,17,"[593, 125, 28, 98, 260, 30, 1057, 979, 73, 1321, 8949, 324, 53, 1177]","Bret Harte,Joseph Conrad,Nathaniel Hawthorne,Wilkie Collins,Oliver Optic,H.G. Wells,Fergus Hume,John Kendrick Bangs,Frances Hodgson Burnett,Marie Corelli,James Grant,Anthony Trollope,Mark Twain,Mrs Henry Wood"
14,18,"[8949, 365, 98, 73, 979, 2957, 1321, 102, 69, 30, 125, 120, 324, 1177]","James Grant,Henry Rider Haggard,Wilkie Collins,Frances Hodgson Burnett,John Kendrick Bangs,Mary Elizabeth Braddon,Marie Corelli,Louisa May Alcott,Arthur Conan Doyle,H.G. Wells,Joseph Conrad,Jack London,Anthony Trollope,Mrs Henry Wood"
14,19,"[73, 28, 260, 69, 324, 1057, 1321, 1177, 30, 98, 593, 365, 120, 53]","Frances Hodgson Burnett,Nathaniel Hawthorne,Oliver Optic,Arthur Conan Doyle,Anthony Trollope,Fergus Hume,Marie Corelli,Mrs Henry Wood,H.G. Wells,Wilkie Collins,Bret Harte,Henry Rider Haggard,Jack London,Mark Twain"
14,20,"[979, 2957, 125, 30, 53, 73, 102, 1321, 1177, 1057, 69, 593, 28, 324]","John Kendrick Bangs,Mary Elizabeth Braddon,Joseph Conrad,H.G. Wells,Mark Twain,Frances Hodgson Burnett,Louisa May Alcott,Marie Corelli,Mrs Henry Wood,Fergus Hume,Arthur Conan Doyle,Bret Harte,Nathaniel Hawthorne,Anthony Trollope"
14,21,"[1057, 963, 260, 125, 2957, 593, 1177, 324, 30, 69, 365, 102, 120, 8949]","Fergus Hume,Margaret Oliphant,Oliver Optic,Joseph Conrad,Mary Elizabeth Braddon,Bret Harte,Mrs Henry Wood,Anthony Trollope,H.G. Wells,Arthur Conan Doyle,Henry Rider Haggard,Louisa May Alcott,Jack London,James Grant"
14,22,"[8949, 979, 963, 1177, 1321, 2957, 324, 98, 1057, 125, 593, 73, 30, 260]","James Grant,John Kendrick Bangs,Margaret Oliphant,Mrs Henry Wood,Marie Corelli,Mary Elizabeth Braddon,Anthony Trollope,Wilkie Collins,Fergus Hume,Joseph Conrad,Bret Harte,Frances Hodgson Burnett,H.G. Wells,Oliver Optic"
14,23,"[73, 963, 1057, 260, 69, 8949, 365, 324, 125, 30, 1321, 1177, 102, 98]","Frances Hodgson Burnett,Margaret Oliphant,Fergus Hume,Oliver Optic,Arthur Conan Doyle,James Grant,Henry Rider Haggard,Anthony Trollope,Joseph Conrad,H.G. Wells,Marie Corelli,Mrs Henry Wood,Louisa May Alcott,Wilkie Collins"
14,24,"[979, 324, 73, 102, 260, 69, 2957, 1321, 963, 30, 8949, 120, 365, 593]","John Kendrick Bangs,Anthony Trollope,Frances Hodgson Burnett,Louisa May Alcott,Oliver Optic,Arthur Conan Doyle,Mary Elizabeth Braddon,Marie Corelli,Margaret Oliphant,H.G. Wells,James Grant,Jack London,Henry Rider Haggard,Bret Harte"
14,25,"[365, 98, 69, 2957, 30, 324, 260, 979, 102, 8949, 1177, 28, 1321, 125]","Henry Rider Haggard,Wilkie Collins,Arthur Conan Doyle,Mary Elizabeth Braddon,H.G. Wells,Anthony Trollope,Oliver Optic,John Kendrick Bangs,Louisa May Alcott,James Grant,Mrs Henry Wood,Nathaniel Hawthorne,Marie Corelli,Joseph Conrad"
14,26,"[120, 2957, 593, 1177, 8949, 365, 98, 1321, 69, 324, 53, 979, 125, 260]","Jack London,Mary Elizabeth Braddon,Bret Harte,Mrs Henry Wood,James Grant,Henry Rider Haggard,Wilkie Collins,Marie Corelli,Arthur Conan Doyle,Anthony Trollope,Mark Twain,John Kendrick Bangs,Joseph Conrad,Oliver Optic"
14,27,"[98, 1057, 365, 260, 73, 69, 30, 1321, 324, 8949, 963, 2957, 120, 53]","Wilkie Collins,Fergus Hume,Henry Rider Haggard,Oliver Optic,Frances Hodgson Burnett,Arthur Conan Doyle,H.G. Wells,Marie Corelli,Anthony Trollope,James Grant,Margaret Oliphant,Mary Elizabeth Braddon,Jack London,Mark Twain"
14,28,"[28, 53, 365, 73, 260, 2957, 30, 1321, 963, 120, 102, 324, 593, 979]","Nathaniel Hawthorne,Mark Twain,Henry Rider Haggard,Frances Hodgson Burnett,Oliver Optic,Mary Elizabeth Braddon,H.G. Wells,Marie Corelli,Margaret Oliphant,Jack London,Louisa May Alcott,Anthony Trollope,Bret Harte,John Kendrick Bangs"
14,29,"[120, 1321, 125, 365, 963, 324, 260, 28, 98, 8949, 102, 1177, 593, 2957]","Jack London,Marie Corelli,Joseph Conrad,Henry Rider Haggard,Margaret Oliphant,Anthony Trollope,Oliver Optic,Nathaniel Hawthorne,Wilkie Collins,James Grant,Louisa May Alcott,Mrs Henry Wood,Bret Harte,Mary Elizabeth Braddon"
14,30,"[979, 2957, 125, 365, 69, 98, 324, 120, 1057, 53, 963, 73, 8949, 102]","John Kendrick Bangs,Mary Elizabeth Braddon,Joseph Conrad,Henry Rider Haggard,Arthur Conan Doyle,Wilkie Collins,Anthony Trollope,Jack London,Fergus Hume,Mark Twain,Margaret Oliphant,Frances Hodgson Burnett,James Grant,Louisa May Alcott"
14,31,"[30, 28, 8949, 120, 1321, 1057, 102, 125, 53, 2957, 963, 73, 98, 979]","H.G. Wells,Nathaniel Hawthorne,James Grant,Jack London,Marie Corelli,Fergus Hume,Louisa May Alcott,Joseph Conrad,Mark Twain,Mary Elizabeth Braddon,Margaret Oliphant,Frances Hodgson Burnett,Wilkie Collins,John Kendrick Bangs"
14,32,"[69, 8949, 1057, 73, 1321, 260, 2957, 979, 102, 125, 963, 324, 120, 593]","Arthur Conan Doyle,James Grant,Fergus Hume,Frances Hodgson Burnett,Marie Corelli,Oliver Optic,Mary Elizabeth Braddon,John Kendrick Bangs,Louisa May Alcott,Joseph Conrad,Margaret Oliphant,Anthony Trollope,Jack London,Bret Harte"
14,33,"[69, 30, 365, 979, 28, 125, 53, 120, 963, 1321, 324, 8949, 98, 102]","Arthur Conan Doyle,H.G. Wells,Henry Rider Haggard,John Kendrick Bangs,Nathaniel Hawthorne,Joseph Conrad,Mark Twain,Jack London,Margaret Oliphant,Marie Corelli,Anthony Trollope,James Grant,Wilkie Collins,Louisa May Alcott"
14,34,"[102, 98, 69, 1321, 979, 73, 28, 1177, 8949, 1057, 2957, 963, 365, 120]","Louisa May Alcott,Wilkie Collins,Arthur Conan Doyle,Marie Corelli,John Kendrick Bangs,Frances Hodgson Burnett,Nathaniel Hawthorne,Mrs Henry Wood,James Grant,Fergus Hume,Mary Elizabeth Braddon,Margaret Oliphant,Henry Rider Haggard,Jack London"
14,35,"[593, 324, 1057, 73, 53, 30, 963, 28, 2957, 979, 120, 1321, 1177, 365]","Bret Harte,Anthony Trollope,Fergus Hume,Frances Hodgson Burnett,Mark Twain,H.G. Wells,Margaret Oliphant,Nathaniel Hawthorne,Mary Elizabeth Braddon,John Kendrick Bangs,Jack London,Marie Corelli,Mrs Henry Wood,Henry Rider Haggard"
14,36,"[1321, 2957, 53, 30, 963, 28, 69, 120, 593, 979, 8949, 365, 98, 1057]","Marie Corelli,Mary Elizabeth Braddon,Mark Twain,H.G. Wells,Margaret Oliphant,Nathaniel Hawthorne,Arthur Conan Doyle,Jack London,Bret Harte,John Kendrick Bangs,James Grant,Henry Rider Haggard,Wilkie Collins,Fergus Hume"
14,37,"[365, 53, 1177, 979, 28, 30, 2957, 260, 8949, 125, 120, 593, 963, 73]","Henry Rider Haggard,Mark Twain,Mrs Henry Wood,John Kendrick Bangs,Nathaniel Hawthorne,H.G. Wells,Mary Elizabeth Braddon,Oliver Optic,James Grant,Joseph Conrad,Jack London,Bret Harte,Margaret Oliphant,Frances Hodgson Burnett"
14,38,"[53, 593, 120, 73, 69, 1177, 102, 260, 98, 8949, 2957, 1057, 979, 28]","Mark Twain,Bret Harte,Jack London,Frances Hodgson Burnett,Arthur Conan Doyle,Mrs Henry Wood,Louisa May Alcott,Oliver Optic,Wilkie Collins,James Grant,Mary Elizabeth Braddon,Fergus Hume,John Kendrick Bangs,Nathaniel Hawthorne"
14,39,"[30, 365, 260, 28, 979, 98, 1321, 593, 73, 120, 963, 1057, 8949, 69]","H.G. Wells,Henry Rider Haggard,Oliver Optic,Nathaniel Hawthorne,John Kendrick Bangs,Wilkie Collins,Marie Corelli,Bret Harte,Frances Hodgson Burnett,Jack London,Margaret Oliphant,Fergus Hume,James Grant,Arthur Conan Doyle"
14,40,"[2957, 979, 69, 1057, 365, 98, 324, 8949, 30, 102, 963, 1321, 1177, 28]","Mary Elizabeth Braddon,John Kendrick Bangs,Arthur Conan Doyle,Fergus Hume,Henry Rider Haggard,Wilkie Collins,Anthony Trollope,James Grant,H.G. Wells,Louisa May Alcott,Margaret Oliphant,Marie Corelli,Mrs Henry Wood,Nathaniel Hawthorne"
14,41,"[69, 260, 1177, 28, 30, 979, 8949, 102, 53, 2957, 365, 125, 593, 963]","Arthur Conan Doyle,Oliver Optic,Mrs Henry Wood,Nathaniel Hawthorne,H.G. Wells,John Kendrick Bangs,James Grant,Louisa May Alcott,Mark Twain,Mary Elizabeth Braddon,Henry Rider Haggard,Joseph Conrad,Bret Harte,Margaret Oliphant"
14,42,"[1321, 365, 979, 8949, 53, 28, 260, 69, 102, 125, 1057, 30, 98, 324]","Marie Corelli,Henry Rider Haggard,John Kendrick Bangs,James Grant,Mark Twain,Nathaniel Hawthorne,Oliver Optic,Arthur Conan Doyle,Louisa May Alcott,Joseph Conrad,Fergus Hume,H.G. Wells,Wilkie Collins,Anthony Trollope"
14,43,"[260, 963, 365, 1057, 125, 1177, 53, 30, 28, 593, 69, 120, 1321, 102]","Oliver Optic,Margaret Oliphant,Henry Rider Haggard,Fergus Hume,Joseph Conrad,Mrs Henry Wood,Mark Twain,H.G. Wells,Nathaniel Hawthorne,Bret Harte,Arthur Conan Doyle,Jack London,Marie Corelli,Louisa May Alcott"
14,44,"[2957, 125, 98, 1177, 30, 69, 53, 102, 1057, 120, 28, 260, 963, 979]","Mary Elizabeth Braddon,Joseph Conrad,Wilkie Collins,Mrs Henry Wood,H.G. Wells,Arthur Conan Doyle,Mark Twain,Louisa May Alcott,Fergus Hume,Jack London,Nathaniel Hawthorne,Oliver Optic,Margaret Oliphant,John Kendrick Bangs"
14,45,"[593, 28, 125, 98, 979, 963, 30, 260, 1321, 365, 53, 2957, 8949, 1057]","Bret Harte,Nathaniel Hawthorne,Joseph Conrad,Wilkie Collins,John Kendrick Bangs,Margaret Oliphant,H.G. Wells,Oliver Optic,Marie Corelli,Henry Rider Haggard,Mark Twain,Mary Elizabeth Braddon,James Grant,Fergus Hume"
14,46,"[98, 2957, 324, 73, 1321, 8949, 260, 593, 963, 1177, 979, 28, 120, 30]","Wilkie Collins,Mary Elizabeth Braddon,Anthony Trollope,Frances Hodgson Burnett,Marie Corelli,James Grant,Oliver Optic,Bret Harte,Margaret Oliphant,Mrs Henry Wood,John Kendrick Bangs,Nathaniel Hawthorne,Jack London,H.G. Wells"
14,47,"[8949, 120, 593, 365, 1177, 69, 73, 125, 2957, 963, 260, 28, 98, 30]","James Grant,Jack London,Bret Harte,Henry Rider Haggard,Mrs Henry Wood,Arthur Conan Doyle,Frances Hodgson Burnett,Joseph Conrad,Mary Elizabeth Braddon,Margaret Oliphant,Oliver Optic,Nathaniel Hawthorne,Wilkie Collins,H.G. Wells"
14,48,"[73, 1321, 120, 963, 102, 260, 69, 2957, 28, 365, 98, 324, 1057, 8949]","Frances Hodgson Burnett,Marie Corelli,Jack London,Margaret Oliphant,Louisa May Alcott,Oliver Optic,Arthur Conan Doyle,Mary Elizabeth Braddon,Nathaniel Hawthorne,Henry Rider Haggard,Wilkie Collins,Anthony Trollope,Fergus Hume,James Grant"
14,49,"[260, 120, 73, 365, 98, 979, 593, 1057, 8949, 28, 125, 963, 1321, 53]","Oliver Optic,Jack London,Frances Hodgson Burnett,Henry Rider Haggard,Wilkie Collins,John Kendrick Bangs,Bret Harte,Fergus Hume,James Grant,Nathaniel Hawthorne,Joseph Conrad,Margaret Oliphant,Marie Corelli,Mark Twain"
14,50,"[1177, 98, 1321, 8949, 125, 979, 324, 53, 593, 30, 102, 1057, 120, 963]","Mrs Henry Wood,Wilkie Collins,Marie Corelli,James Grant,Joseph Conrad,John Kendrick Bangs,Anthony Trollope,Mark Twain,Bret Harte,H.G. Wells,Louisa May Alcott,Fergus Hume,Jack London,Margaret Oliphant"
14,51,"[98, 69, 102, 28, 120, 73, 8949, 1057, 593, 963, 365, 979, 1321, 2957]","Wilkie Collins,Arthur Conan Doyle,Louisa May Alcott,Nathaniel Hawthorne,Jack London,Frances Hodgson Burnett,James Grant,Fergus Hume,Bret Harte,Margaret Oliphant,Henry Rider Haggard,John Kendrick Bangs,Marie Corelli,Mary Elizabeth Braddon"
14,52,"[30, 1057, 1321, 125, 28, 120, 53, 260, 979, 1177, 593, 102, 324, 98]","H.G. Wells,Fergus Hume,Marie Corelli,Joseph Conrad,Nathaniel Hawthorne,Jack London,Mark Twain,Oliver Optic,John Kendrick Bangs,Mrs Henry Wood,Bret Harte,Louisa May Alcott,Anthony Trollope,Wilkie Collins"
14,53,"[53, 2957, 1177, 260, 365, 125, 324, 73, 1321, 102, 120, 979, 30, 69]","Mark Twain,Mary Elizabeth Braddon,Mrs Henry Wood,Oliver Optic,Henry Rider Haggard,Joseph Conrad,Anthony Trollope,Frances Hodgson Burnett,Marie Corelli,Louisa May Alcott,Jack London,John Kendrick Bangs,H.G. Wells,Arthur Conan Doyle"
14,54,"[593, 53, 365, 98, 125, 102, 260, 2957, 1057, 73, 1177, 69, 979, 28]","Bret Harte,Mark Twain,Henry Rider Haggard,Wilkie Collins,Joseph Conrad,Louisa May Alcott,Oliver Optic,Mary Elizabeth Braddon,Fergus Hume,Frances Hodgson Burnett,Mrs Henry Wood,Arthur Conan Doyle,John Kendrick Bangs,Nathaniel Hawthorne"
14,55,"[8949, 73, 69, 593, 1057, 28, 53, 260, 979, 98, 30, 1177, 365, 963]","James Grant,Frances Hodgson Burnett,Arthur Conan Doyle,Bret Harte,Fergus Hume,Nathaniel Hawthorne,Mark Twain,Oliver Optic,John Kendrick Bangs,Wilkie Collins,H.G. Wells,Mrs Henry Wood,Henry Rider Haggard,Margaret Oliphant"
14,56,"[324, 28, 1321, 1177, 125, 120, 979, 8949, 73, 30, 365, 593, 2957, 69]","Anthony Trollope,Nathaniel Hawthorne,Marie Corelli,Mrs Henry Wood,Joseph Conrad,Jack London,John Kendrick Bangs,James Grant,Frances Hodgson Burnett,H.G. Wells,Henry Rider Haggard,Bret Harte,Mary Elizabeth Braddon,Arthur Conan Doyle"
14,57,"[365, 963, 2957, 28, 260, 30, 98, 593, 102, 1177, 53, 73, 8949, 979]","Henry Rider Haggard,Margaret Oliphant,Mary Elizabeth Braddon,Nathaniel Hawthorne,Oliver Optic,H.G. Wells,Wilkie Collins,Bret Harte,Louisa May Alcott,Mrs Henry Wood,Mark Twain,Frances Hodgson Burnett,James Grant,John Kendrick Bangs"
14,58,"[979, 98, 30, 963, 102, 69, 324, 365, 2957, 593, 28, 1177, 8949, 53]","John Kendrick Bangs,Wilkie Collins,H.G. Wells,Margaret Oliphant,Louisa May Alcott,Arthur Conan Doyle,Anthony Trollope,Henry Rider Haggard,Mary Elizabeth Braddon,Bret Harte,Nathaniel Hawthorne,Mrs Henry Wood,James Grant,Mark Twain"
14,59,"[963, 324, 2957, 260, 593, 979, 365, 1177, 102, 8949, 120, 1321, 53, 73]","Margaret Oliphant,Anthony Trollope,Mary Elizabeth Braddon,Oliver Optic,Bret Harte,John Kendrick Bangs,Henry Rider Haggard,Mrs Henry Wood,Louisa May Alcott,James Grant,Jack London,Marie Corelli,Mark Twain,Frances Hodgson Burnett"
14,60,"[2957, 125, 73, 979, 593, 28, 260, 1321, 365, 324, 1177, 53, 69, 120]","Mary Elizabeth Braddon,Joseph Conrad,Frances Hodgson Burnett,John Kendrick Bangs,Bret Harte,Nathaniel Hawthorne,Oliver Optic,Marie Corelli,Henry Rider Haggard,Anthony Trollope,Mrs Henry Wood,Mark Twain,Arthur Conan Doyle,Jack London"
14,61,"[30, 98, 963, 120, 28, 125, 324, 365, 593, 2957, 1057, 102, 1321, 979]","H.G. Wells,Wilkie Collins,Margaret Oliphant,Jack London,Nathaniel Hawthorne,Joseph Conrad,Anthony Trollope,Henry Rider Haggard,Bret Harte,Mary Elizabeth Braddon,Fergus Hume,Louisa May Alcott,Marie Corelli,John Kendrick Bangs"
14,62,"[260, 53, 8949, 120, 28, 125, 979, 2957, 102, 365, 30, 324, 1177, 1321]","Oliver Optic,Mark Twain,James Grant,Jack London,Nathaniel Hawthorne,Joseph Conrad,John Kendrick Bangs,Mary Elizabeth Braddon,Louisa May Alcott,Henry Rider Haggard,H.G. Wells,Anthony Trollope,Mrs Henry Wood,Marie Corelli"
14,63,"[324, 8949, 979, 120, 73, 28, 53, 1177, 125, 963, 69, 260, 102, 1321]","Anthony Trollope,James Grant,John Kendrick Bangs,Jack London,Frances Hodgson Burnett,Nathaniel Hawthorne,Mark Twain,Mrs Henry Wood,Joseph Conrad,Margaret Oliphant,Arthur Conan Doyle,Oliver Optic,Louisa May Alcott,Marie Corelli"
14,64,"[28, 324, 2957, 260, 30, 365, 1321, 8949, 120, 73, 125, 1177, 69, 979]","Nathaniel Hawthorne,Anthony Trollope,Mary Elizabeth Braddon,Oliver Optic,H.G. Wells,Henry Rider Haggard,Marie Corelli,James Grant,Jack London,Frances Hodgson Burnett,Joseph Conrad,Mrs Henry Wood,Arthur Conan Doyle,John Kendrick Bangs"
14,65,"[98, 30, 8949, 1321, 260, 963, 1177, 53, 120, 125, 28, 102, 593, 73]","Wilkie Collins,H.G. Wells,James Grant,Marie Corelli,Oliver Optic,Margaret Oliphant,Mrs Henry Wood,Mark Twain,Jack London,Joseph Conrad,Nathaniel Hawthorne,Louisa May Alcott,Bret Harte,Frances Hodgson Burnett"
14,66,"[1057, 963, 102, 324, 125, 365, 260, 8949, 69, 120, 53, 593, 28, 73]","Fergus Hume,Margaret Oliphant,Louisa May Alcott,Anthony Trollope,Joseph Conrad,Henry Rider Haggard,Oliver Optic,James Grant,Arthur Conan Doyle,Jack London,Mark Twain,Bret Harte,Nathaniel Hawthorne,Frances Hodgson Burnett"
14,67,"[125, 98, 53, 8949, 2957, 593, 1057, 324, 1177, 69, 1321, 260, 365, 73]","Joseph Conrad,Wilkie Collins,Mark Twain,James Grant,Mary Elizabeth Braddon,Bret Harte,Fergus Hume,Anthony Trollope,Mrs Henry Wood,Arthur Conan Doyle,Marie Corelli,Oliver Optic,Henry Rider Haggard,Frances Hodgson Burnett"
14,68,"[324, 30, 8949, 73, 28, 2957, 365, 1321, 593, 102, 98, 120, 1057, 1177]","Anthony Trollope,H.G. Wells,James Grant,Frances Hodgson Burnett,Nathaniel Hawthorne,Mary Elizabeth Braddon,Henry Rider Haggard,Marie Corelli,Bret Harte,Louisa May Alcott,Wilkie Collins,Jack London,Fergus Hume,Mrs Henry Wood"
14,69,"[1321, 1057, 73, 53, 69, 120, 324, 593, 125, 8949, 365, 102, 2957, 1177]","Marie Corelli,Fergus Hume,Frances Hodgson Burnett,Mark Twain,Arthur Conan Doyle,Jack London,Anthony Trollope,Bret Harte,Joseph Conrad,James Grant,Henry Rider Haggard,Louisa May Alcott,Mary Elizabeth Braddon,Mrs Henry Wood"
14,70,"[120, 28, 30, 73, 53, 1321, 1057, 125, 324, 260, 1177, 963, 979, 2957]","Jack London,Nathaniel Hawthorne,H.G. Wells,Frances Hodgson Burnett,Mark Twain,Marie Corelli,Fergus Hume,Joseph Conrad,Anthony Trollope,Oliver Optic,Mrs Henry Wood,Margaret Oliphant,John Kendrick Bangs,Mary Elizabeth Braddon"
14,71,"[963, 593, 260, 979, 1177, 102, 2957, 1057, 1321, 120, 28, 30, 8949, 365]","Margaret Oliphant,Bret Harte,Oliver Optic,John Kendrick Bangs,Mrs Henry Wood,Louisa May Alcott,Mary Elizabeth Braddon,Fergus Hume,Marie Corelli,Jack London,Nathaniel Hawthorne,H.G. Wells,James Grant,Henry Rider Haggard"
14,72,"[1177, 102, 53, 593, 73, 120, 1321, 2957, 260, 28, 30, 69, 125, 963]","Mrs Henry Wood,Louisa May Alcott,Mark Twain,Bret Harte,Frances Hodgson Burnett,Jack London,Marie Corelli,Mary Elizabeth Braddon,Oliver Optic,Nathaniel Hawthorne,H.G. Wells,Arthur Conan Doyle,Joseph Conrad,Margaret Oliphant"
14,73,"[30, 963, 2957, 260, 1177, 324, 69, 98, 979, 593, 120, 1057, 28, 53]","H.G. Wells,Margaret Oliphant,Mary Elizabeth Braddon,Oliver Optic,Mrs Henry Wood,Anthony Trollope,Arthur Conan Doyle,Wilkie Collins,John Kendrick Bangs,Bret Harte,Jack London,Fergus Hume,Nathaniel Hawthorne,Mark Twain"
14,74,"[102, 28, 365, 1321, 98, 8949, 30, 593, 324, 963, 120, 979, 73, 260]","Louisa May Alcott,Nathaniel Hawthorne,Henry Rider Haggard,Marie Corelli,Wilkie Collins,James Grant,H.G. Wells,Bret Harte,Anthony Trollope,Margaret Oliphant,Jack London,John Kendrick Bangs,Frances Hodgson Burnett,Oliver Optic"
14,75,"[102, 260, 30, 324, 120, 963, 98, 8949, 1321, 365, 593, 125, 1177, 69]","Louisa May Alcott,Oliver Optic,H.G. Wells,Anthony Trollope,Jack London,Margaret Oliphant,Wilkie Collins,James Grant,Marie Corelli,Henry Rider Haggard,Bret Harte,Joseph Conrad,Mrs Henry Wood,Arthur Conan Doyle"
14,76,"[28, 98, 53, 1057, 1177, 102, 73, 593, 260, 69, 120, 1321, 963, 8949]","Nathaniel Hawthorne,Wilkie Collins,Mark Twain,Fergus Hume,Mrs Henry Wood,Louisa May Alcott,Frances Hodgson Burnett,Bret Harte,Oliver Optic,Arthur Conan Doyle,Jack London,Marie Corelli,Margaret Oliphant,James Grant"
14,77,"[593, 73, 979, 69, 324, 125, 8949, 1057, 102, 1321, 2957, 30, 28, 963]","Bret Harte,Frances Hodgson Burnett,John Kendrick Bangs,Arthur Conan Doyle,Anthony Trollope,Joseph Conrad,James Grant,Fergus Hume,Louisa May Alcott,Marie Corelli,Mary Elizabeth Braddon,H.G. Wells,Nathaniel Hawthorne,Margaret Oliphant"
14,78,"[1321, 2957, 102, 120, 324, 365, 125, 963, 1057, 98, 8949, 73, 979, 69]","Marie Corelli,Mary Elizabeth Braddon,Louisa May Alcott,Jack London,Anthony Trollope,Henry Rider Haggard,Joseph Conrad,Margaret Oliphant,Fergus Hume,Wilkie Collins,James Grant,Frances Hodgson Burnett,John Kendrick Bangs,Arthur Conan Doyle"
14,79,"[125, 1057, 1321, 53, 120, 69, 73, 28, 979, 1177, 365, 963, 2957, 260]","Joseph Conrad,Fergus Hume,Marie Corelli,Mark Twain,Jack London,Arthur Conan Doyle,Frances Hodgson Burnett,Nathaniel Hawthorne,John Kendrick Bangs,Mrs Henry Wood,Henry Rider Haggard,Margaret Oliphant,Mary Elizabeth Braddon,Oliver Optic"
14,80,"[963, 1057, 260, 98, 30, 979, 73, 125, 2957, 593, 28, 365, 8949, 1177]","Margaret Oliphant,Fergus Hume,Oliver Optic,Wilkie Collins,H.G. Wells,John Kendrick Bangs,Frances Hodgson Burnett,Joseph Conrad,Mary Elizabeth Braddon,Bret Harte,Nathaniel Hawthorne,Henry Rider Haggard,James Grant,Mrs Henry Wood"
14,81,"[1321, 120, 260, 28, 8949, 593, 69, 963, 125, 73, 979, 365, 2957, 324]","Marie Corelli,Jack London,Oliver Optic,Nathaniel Hawthorne,James Grant,Bret Harte,Arthur Conan Doyle,Margaret Oliphant,Joseph Conrad,Frances Hodgson Burnett,John Kendrick Bangs,Henry Rider Haggard,Mary Elizabeth Braddon,Anthony Trollope"
14,82,"[28, 260, 324, 98, 120, 1057, 979, 8949, 1177, 69, 593, 365, 1321, 53]","Nathaniel Hawthorne,Oliver Optic,Anthony Trollope,Wilkie Collins,Jack London,Fergus Hume,John Kendrick Bangs,James Grant,Mrs Henry Wood,Arthur Conan Doyle,Bret Harte,Henry Rider Haggard,Marie Corelli,Mark Twain"
14,83,"[98, 979, 1057, 365, 260, 125, 324, 73, 1177, 69, 2957, 28, 1321, 8949]","Wilkie Collins,John Kendrick Bangs,Fergus Hume,Henry Rider Haggard,Oliver Optic,Joseph Conrad,Anthony Trollope,Frances Hodgson Burnett,Mrs Henry Wood,Arthur Conan Doyle,Mary Elizabeth Braddon,Nathaniel Hawthorne,Marie Corelli,James Grant"
14,84,"[73, 593, 125, 69, 963, 53, 1321, 2957, 1057, 120, 28, 30, 8949, 98]","Frances Hodgson Burnett,Bret Harte,Joseph Conrad,Arthur Conan Doyle,Margaret Oliphant,Mark Twain,Marie Corelli,Mary Elizabeth Braddon,Fergus Hume,Jack London,Nathaniel Hawthorne,H.G. Wells,James Grant,Wilkie Collins"
14,85,"[120, 8949, 593, 260, 963, 53, 73, 30, 28, 365, 1057, 1177, 324, 2957]","Jack London,James Grant,Bret Harte,Oliver Optic,Margaret Oliphant,Mark Twain,Frances Hodgson Burnett,H.G. Wells,Nathaniel Hawthorne,Henry Rider Haggard,Fergus Hume,Mrs Henry Wood,Anthony Trollope,Mary Elizabeth Braddon"
14,86,"[2957, 1321, 979, 1177, 73, 120, 593, 53, 125, 963, 98, 69, 260, 365]","Mary Elizabeth Braddon,Marie Corelli,John Kendrick Bangs,Mrs Henry Wood,Frances Hodgson Burnett,Jack London,Bret Harte,Mark Twain,Joseph Conrad,Margaret Oliphant,Wilkie Collins,Arthur Conan Doyle,Oliver Optic,Henry Rider Haggard"
14,87,"[28, 125, 98, 260, 120, 1057, 69, 102, 53, 324, 365, 8949, 963, 73]","Nathaniel Hawthorne,Joseph Conrad,Wilkie Collins,Oliver Optic,Jack London,Fergus Hume,Arthur Conan Doyle,Louisa May Alcott,Mark Twain,Anthony Trollope,Henry Rider Haggard,James Grant,Margaret Oliphant,Frances Hodgson Burnett"
